,Unnamed: 0,Unnamed: 0.1,word,frequency,start_date,end_date,rank
0,0,0, ,139,2020-01-01,2020-01-09,1
1,1,1, s,8,2020-01-01,2020-01-09,2
2,2,2,Scott Morrison,5,2020-01-01,2020-01-09,3
3,3,3,Trump,4,2020-01-01,2020-01-09,4
4,4,4,Justin Trudeau,4,2020-01-01,2020-01-09,5
5,5,5,Charismatic New Zealand PM,3,2020-01-01,2020-01-09,6
6,6,6,ClimateChange Sydney NewYork,3,2020-01-01,2020-01-09,7
7,7,7,Xmas,2,2020-01-01,2020-01-09,8
8,8,8,Ill,2,2020-01-01,2020-01-09,9
9,9,9,Ess,2,2020-01-01,2020-01-09,10
10,10,10,Leo Varadkar,2,2020-01-01,2020-01-09,11
11,11,11,Donald,2,2020-01-01,2020-01-09,12
12,12,12,Trumps,2,2020-01-01,2020-01-09,13
13,13,13,Winston Peters,2,2020-01-01,2020-01-09,14
14,14,14,van NieuwZeeland,1,2020-01-01,2020-01-09,15
15,15,15,Tony Blair,1,2020-01-01,2020-01-09,16
16,16,16,httpstcoOK3hGYStS6,1,2020-01-01,2020-01-09,17
17,17,17,Coward,1,2020-01-01,2020-01-09,18
18,18,18,Scott Morrisons,1,2020-01-01,2020-01-09,19
19,19,19,BitterRightyLoser SimpleSimonBridges,1,2020-01-01,2020-01-09,20
20,20,20,John Only,1,2020-01-01,2020-01-09,21
21,21,21,Simon Bridges,1,2020-01-01,2020-01-09,22
22,22,22,Lol Charismatic,1,2020-01-01,2020-01-09,23
23,23,23,Golden Globes,1,2020-01-01,2020-01-09,24
24,24,24,Chapeau,1,2020-01-01,2020-01-09,25
25,25,25,Ilhan Omar Alexandria,1,2020-01-01,2020-01-09,26
26,26,26,Run,1,2020-01-01,2020-01-09,27
27,27,27,Done Madam,1,2020-01-01,2020-01-09,28
29,29,29,bin SalmanThe,1,2020-01-01,2020-01-09,29
30,30,30,Clark,1,2020-01-01,2020-01-09,30
31,31,31,Mia,1,2020-01-01,2020-01-09,31
32,32,32, ClimateEmergency,1,2020-01-01,2020-01-09,32
33,33,33,httpstcoaHFcht2nCl,1,2020-01-01,2020-01-09,33
34,34,34,Nettie,1,2020-01-01,2020-01-09,34
35,35,35,Scomomustgo,1,2020-01-01,2020-01-09,35
36,36,36,de la Democracia,1,2020-01-01,2020-01-09,36
37,37,37,Stephen Colbert,1,2020-01-01,2020-01-09,37
38,38,38,Koalas,1,2020-01-01,2020-01-09,38
39,39,39, Adern,1,2020-01-01,2020-01-09,39
40,40,40,Aussie,1,2020-01-01,2020-01-09,40
41,41,41,httpstcoeWeYvKzxY0,1,2020-01-01,2020-01-09,41
42,42,42,Fairy Princess,1,2020-01-01,2020-01-09,42
43,43,43,Qld,1,2020-01-01,2020-01-09,43
44,44,44, Ok,1,2020-01-01,2020-01-09,44
45,45,45,Ahole Tell,1,2020-01-01,2020-01-09,45
46,46,46,httpstcoBogo9X07nN,1,2020-01-01,2020-01-09,46
47,47,47,Conocemos,1,2020-01-01,2020-01-09,47
48,48,48,Johnson Kim,1,2020-01-01,2020-01-09,48
49,49,49,My gratitude,1,2020-01-01,2020-01-09,49
50,50,50,Wish,1,2020-01-01,2020-01-09,50
51,51,51,  de,1,2020-01-01,2020-01-09,51
52,52,52,Brexit,1,2020-01-01,2020-01-09,52
53,53,53,Via NZ,1,2020-01-01,2020-01-09,53
54,54,54,Sydney Head,1,2020-01-01,2020-01-09,54
55,55,55,Graham,1,2020-01-01,2020-01-09,55
56,56,56,John Keys,1,2020-01-01,2020-01-09,56
57,57,57,Wrong DaCoach1776,1,2020-01-01,2020-01-09,57
58,58,58,Russell Crowe,1,2020-01-01,2020-01-09,58
59,59,59,Kann,1,2020-01-01,2020-01-09,59
60,60,60,Lol Oz,1,2020-01-01,2020-01-09,60
61,61,61,Ya,1,2020-01-01,2020-01-09,61
62,62,62,Morrison Govt,1,2020-01-01,2020-01-09,62
63,63,63,Mohammed,1,2020-01-01,2020-01-09,63
64,64,64,Kate,1,2020-01-01,2020-01-09,64
65,65,65,Morrisons,1,2020-01-01,2020-01-09,65
66,66,66,Aussie Penny,1,2020-01-01,2020-01-09,66
67,67,67,Guten Was,1,2020-01-01,2020-01-09,67
68,68,68,Alan Jones,1,2020-01-01,2020-01-09,68
69,69,69,Trophy Hunter,1,2020-01-01,2020-01-09,69
70,70,70,Pfeifen Trump,1,2020-01-01,2020-01-09,70
71,71,71,Utter,1,2020-01-01,2020-01-09,71
72,72,72,Boomer,1,2020-01-01,2020-01-09,72
73,73,73, as,1,2020-01-01,2020-01-09,73
74,74,74,Elizabeth Contest,1,2020-01-01,2020-01-09,74
75,75,75,Peters,1,2020-01-01,2020-01-09,75
76,76,76,Quentin Bretzke,1,2020-01-01,2020-01-09,76
77,77,77,Mao,1,2020-01-01,2020-01-09,77
79,79,79,  Join,1,2020-01-01,2020-01-09,78
80,80,80,Lisa Nandy,1,2020-01-01,2020-01-09,79
81,81,81,Nah s,1,2020-01-01,2020-01-09,80
82,82,82,Congrats Marilyn,1,2020-01-01,2020-01-09,81
83,83,83,PM  ,1,2020-01-01,2020-01-09,82
84,84,84,NoWarWithIran,1,2020-01-01,2020-01-09,83
85,85,85,Finlandstyle,1,2020-01-01,2020-01-09,84
86,86,86,httpstcoWpFCda0CyQ,1,2020-01-01,2020-01-09,85
87,87,87,httpstcovtW3sIQHEX,1,2020-01-01,2020-01-09,86
88,88,88,Said,1,2020-01-01,2020-01-09,87
89,89,89,Russel Crowe,1,2020-01-01,2020-01-09,88
90,90,90,Shades,1,2020-01-01,2020-01-09,89
91,91,91,Unsere Bundesregierung,1,2020-01-01,2020-01-09,90
92,92,92,Helen,1,2020-01-01,2020-01-09,91
94,94,94,Bob Hawke,1,2020-01-01,2020-01-09,92
95,95,95,Jasinda,1,2020-01-01,2020-01-09,93
96,96,96,Rashida Tlaib,1,2020-01-01,2020-01-09,94
97,97,97,Richtige,1,2020-01-01,2020-01-09,95
98,98,98,Dud PM,1,2020-01-01,2020-01-09,96
99,99,99,Mrs ,1,2020-01-01,2020-01-09,97
100,100,100,Alex Most,1,2020-01-01,2020-01-09,98
101,101,101,Sinead Boucher,1,2020-01-01,2020-01-09,99
102,102,102,Nowej Zelandii,1,2020-01-01,2020-01-09,100
103,103,103,Deborah Russell,1,2020-01-01,2020-01-09,101
104,104,104,Dame,1,2020-01-01,2020-01-09,102
105,105,105,Bronwyn Ill,1,2020-01-01,2020-01-09,103
106,106,106,Easily,1,2020-01-01,2020-01-09,104
107,107,107,LISTENS,1,2020-01-01,2020-01-09,105
108,108,108,Hitler Stalin Castro,1,2020-01-01,2020-01-09,106
109,109,109,Thurburg Malala Yousafzai Lorde,1,2020-01-01,2020-01-09,107
110,110,110,Germanys Angela Merkel New Zealands,1,2020-01-01,2020-01-09,108
111,111,111,Prof Brian Cox,1,2020-01-01,2020-01-09,109
112,112,112,Scot Morrison,1,2020-01-01,2020-01-09,110
113,113,113,Sam Clench,1,2020-01-01,2020-01-09,111
114,114,114, Greta,1,2020-01-01,2020-01-09,112
115,115,115,Caleb,1,2020-01-01,2020-01-09,113
116,116,116,Bumps,1,2020-01-01,2020-01-09,114
117,117,117, httpstco8O5xzIsscV,1,2020-01-01,2020-01-09,115
118,118,118,Jailthisman WarCrimes,1,2020-01-01,2020-01-09,116
119,119,119,Jennifer Aniston,1,2020-01-01,2020-01-09,117
120,120,120,Soif  ,1,2020-01-01,2020-01-09,118
121,121,121,Pam Ford,1,2020-01-01,2020-01-09,119
122,122,122,Marilyn Really Great Salute,1,2020-01-01,2020-01-09,120
123,123,123,Jac,1,2020-01-01,2020-01-09,121
124,124,124,Mia Sutherland,1,2020-01-01,2020-01-09,122
125,125,125,Se,1,2020-01-01,2020-01-09,123
126,126,126,Jacinderella,1,2020-01-01,2020-01-09,124
127,127,127,Fangt,1,2020-01-01,2020-01-09,125
128,128,128,JACINDA ARDERN Esta,1,2020-01-01,2020-01-09,126
129,129,129,Ms ,1,2020-01-01,2020-01-09,127
130,130,130,Bugger,1,2020-01-01,2020-01-09,128
131,131,131,Lucy,1,2020-01-01,2020-01-09,129
132,132,132,John Howard,1,2020-01-01,2020-01-09,130
133,133,133,Agreed,1,2020-01-01,2020-01-09,131
134,134,134,Putin Netanyahu,1,2020-01-01,2020-01-09,132
135,135,135,Fletchers s,1,2020-01-01,2020-01-09,133
136,136,136,Angela Rayner,1,2020-01-01,2020-01-09,134
137,137,137,Marianne Williamson,1,2020-01-01,2020-01-09,135
138,138,138,Mark,1,2020-01-01,2020-01-09,136
139,139,139,EndUp,1,2020-01-01,2020-01-09,137
140,140,140,Pkeh Second,1,2020-01-01,2020-01-09,138
141,141,141,Into,1,2020-01-01,2020-01-09,139
142,142,142,Charles,1,2020-01-01,2020-01-09,140
143,143,143,Paula,1,2020-01-01,2020-01-09,141
144,144,144,Ze willen van Sanna Marin,1,2020-01-01,2020-01-09,142
145,145,145,Donald Trump,1,2020-01-01,2020-01-09,143
146,146,146,Angela Merkel,1,2020-01-01,2020-01-09,144
147,147,147,Greedy People,1,2020-01-01,2020-01-09,145
148,148,148,Harsh,1,2020-01-01,2020-01-09,146
149,149,149,gt44b Stern,1,2020-01-01,2020-01-09,147
150,150,150,no Mrs ,1,2020-01-01,2020-01-09,148
151,151,151,LeonardoDiCaprio MichelleObama,1,2020-01-01,2020-01-09,149
152,152,152,Morrison Johnson Orban Women,1,2020-01-01,2020-01-09,150
153,153,153,Fairy Godmother,1,2020-01-01,2020-01-09,151
154,154,154,Boycott,1,2020-01-01,2020-01-09,152
155,155,155,Joe Biden,1,2020-01-01,2020-01-09,153
156,156,156,Speak,1,2020-01-01,2020-01-09,154
157,157,157,Colau Barcelona,1,2020-01-01,2020-01-09,155
158,158,158,Mijn,1,2020-01-01,2020-01-09,156
159,159,159,Helen Clark,1,2020-01-01,2020-01-09,157
160,160,160,httpstco4RVjUfhZjY,1,2020-01-01,2020-01-09,158
161,161,161,Robert Goodness,1,2020-01-01,2020-01-09,159
162,162,162,Seriously,1,2020-01-01,2020-01-09,160
163,163,163,Oprah RonMarkNZF,1,2020-01-01,2020-01-09,161
164,164,164,Ditch,1,2020-01-01,2020-01-09,162
165,165,165,Marilyn Waring,1,2020-01-01,2020-01-09,163
166,166,166,de Nueva Zelanda,1,2020-01-01,2020-01-09,164
167,167,167,Morrison,1,2020-01-01,2020-01-09,165
168,168,168,parttimePM,1,2020-01-01,2020-01-09,166
169,169,169,James,1,2020-01-01,2020-01-09,167
170,170,170,httpstcoRTrSj4KN9F Brand,1,2020-01-01,2020-01-09,168
171,171,171,  la,1,2020-01-01,2020-01-09,169
172,172,172,Ron Mark,1,2020-01-01,2020-01-09,170
173,173,173,Nev A,1,2020-01-01,2020-01-09,171
174,174,174,Hurt,1,2020-01-01,2020-01-09,172
175,175,175,Leo,1,2020-01-01,2020-01-09,173
176,176,176,  Attention,1,2020-01-01,2020-01-09,174
177,177,177, Shipley,1,2020-01-01,2020-01-09,175
178,178,178,ChautalaAlexandria OcasioCortezMahua MoitraAnnegret,1,2020-01-01,2020-01-09,176
179,179,179,Grow,1,2020-01-01,2020-01-09,177
180,180,180,Bronwyn,1,2020-01-01,2020-01-09,178
181,181,181,Stuff,1,2020-01-01,2020-01-09,179
182,182,182,Simple Answer,1,2020-01-01,2020-01-09,180
183,183,183,Tarantino,1,2020-01-01,2020-01-09,181
184,184,184,Stand,1,2020-01-01,2020-01-09,182
185,185,185,Yeah Nah Prime Minister,1,2020-01-01,2020-01-09,183
186,186,186,La Premire,1,2020-01-01,2020-01-09,184
187,187,187,Marilyns,1,2020-01-01,2020-01-09,185
188,188,188,Jakobsdottir,1,2020-01-01,2020-01-09,186
189,189,189,Nah,1,2020-01-01,2020-01-09,187
190,190,190,de Nueva Zelanda httpstcom2xtsNwgeC,1,2020-01-01,2020-01-09,188
191,191,191, ,206,2020-01-11,2020-01-19,1
192,192,192,Steve Price,43,2020-01-11,2020-01-19,2
193,193,193,Koala Bears,11,2020-01-11,2020-01-19,3
194,194,194,Simon Bridges,11,2020-01-11,2020-01-19,4
195,195,195,Scott Morrison,11,2020-01-11,2020-01-19,5
196,196,196,Hamilton,9,2020-01-11,2020-01-19,6
197,197,197, s,8,2020-01-11,2020-01-19,7
198,198,198,Steve Prices,6,2020-01-11,2020-01-19,8
199,199,199,Ill,6,2020-01-11,2020-01-19,9
200,200,200,Kalanithimaran Karthick,5,2020-01-11,2020-01-19,10
201,201,201,Ramkumar Sugahassini,4,2020-01-11,2020-01-19,11
202,202,202,Bob Jones,4,2020-01-11,2020-01-19,12
203,203,203,Morrison,3,2020-01-11,2020-01-19,13
204,204,204,Morrinsville,3,2020-01-11,2020-01-19,14
205,205,205,Maty,3,2020-01-11,2020-01-19,15
206,206,206,de Nueva Zelanda,3,2020-01-11,2020-01-19,16
208,208,208,How Simon Bridges,3,2020-01-11,2020-01-19,17
209,209,209,Steve,3,2020-01-11,2020-01-19,18
210,210,210,de Nueva,3,2020-01-11,2020-01-19,19
211,211,211,Andrew Dickens,3,2020-01-11,2020-01-19,20
212,212,212,Trump,2,2020-01-11,2020-01-19,21
213,213,213,Peters,2,2020-01-11,2020-01-19,22
214,214,214,Shelly Beach,2,2020-01-11,2020-01-19,23
215,215,215,Kms,2,2020-01-11,2020-01-19,24
216,216,216,John Key,2,2020-01-11,2020-01-19,25
217,217,217,Andrew Bolt,2,2020-01-11,2020-01-19,26
218,218,218,Spinoff,2,2020-01-11,2020-01-19,27
219,219,219,Wish,2,2020-01-11,2020-01-19,28
220,220,220,Koizumi,2,2020-01-11,2020-01-19,29
221,221,221,Aus,2,2020-01-11,2020-01-19,30
222,222,222,Hillary Clinton,2,2020-01-11,2020-01-19,31
223,223,223,George Forbes,2,2020-01-11,2020-01-19,32
224,224,224,Norman Kirk,2,2020-01-11,2020-01-19,33
225,225,225,Kamalhassan Prabhu Gowthami MKSTALIN,2,2020-01-11,2020-01-19,34
226,226,226,Kill Prince William,2,2020-01-11,2020-01-19,35
227,227,227,Geronimos,2,2020-01-11,2020-01-19,36
228,228,228,de Auckland Este,2,2020-01-11,2020-01-19,37
229,229,229,  Pricey,2,2020-01-11,2020-01-19,38
230,230,230,Kill Charles William Harry,2,2020-01-11,2020-01-19,39
231,231,231,Paula Bennett,2,2020-01-11,2020-01-19,40
232,232,232,Margaret Thatcher,2,2020-01-11,2020-01-19,41
233,233,233,Labours,2,2020-01-11,2020-01-19,42
234,234,234,Alan Jones,2,2020-01-11,2020-01-19,43
235,235,235,Hunter,2,2020-01-11,2020-01-19,44
236,236,236,Musharraf,2,2020-01-11,2020-01-19,45
237,237,237,  AUT2020,2,2020-01-11,2020-01-19,46
238,238,238,Brexit,2,2020-01-11,2020-01-19,47
239,239,239,PM  ,2,2020-01-11,2020-01-19,48
240,240,240,Renee,2,2020-01-11,2020-01-19,49
242,242,242,Andrea Vance,2,2020-01-11,2020-01-19,50
243,243,243,Scott Morrisons,2,2020-01-11,2020-01-19,51
244,244,244,Jian Yangs,1,2020-01-11,2020-01-19,52
245,245,245,Damage,1,2020-01-11,2020-01-19,53
246,246,246,Sooo TwoHaramkhorCorruptSharifBrothers,1,2020-01-11,2020-01-19,54
247,247,247,Ref,1,2020-01-11,2020-01-19,55
248,248,248,Joe Biden,1,2020-01-11,2020-01-19,56
249,249,249,TheProjectTV Hmmm Loving,1,2020-01-11,2020-01-19,57
250,250,250,Donnys,1,2020-01-11,2020-01-19,58
251,251,251,Haji Hassani,1,2020-01-11,2020-01-19,59
252,252,252,Gore,1,2020-01-11,2020-01-19,60
253,253,253,Karl Marx,1,2020-01-11,2020-01-19,61
254,254,254,Blog,1,2020-01-11,2020-01-19,62
255,255,255,httpstcoBYWsE1XrZ6,1,2020-01-11,2020-01-19,63
256,256,256,Messi Best,1,2020-01-11,2020-01-19,64
257,257,257,Norways,1,2020-01-11,2020-01-19,65
258,258,258,Taipaleti Vaeatangitau,1,2020-01-11,2020-01-19,66
259,259,259,White IslandThe,1,2020-01-11,2020-01-19,67
260,260,260,Peter,1,2020-01-11,2020-01-19,68
261,261,261,Hillary Clintons,1,2020-01-11,2020-01-19,69
262,262,262,TulsiGoon,1,2020-01-11,2020-01-19,70
263,263,263,Boris Johnson,1,2020-01-11,2020-01-19,71
264,264,264,StevePriceMedia,1,2020-01-11,2020-01-19,72
265,265,265,Nick the Dick Taratata   Agissons,1,2020-01-11,2020-01-19,73
266,266,266,Waikato,1,2020-01-11,2020-01-19,74
267,267,267,Auschwitz75,1,2020-01-11,2020-01-19,75
268,268,268,Investigation Trump,1,2020-01-11,2020-01-19,76
269,269,269,Sky,1,2020-01-11,2020-01-19,77
270,270,270,Meghan,1,2020-01-11,2020-01-19,78
271,271,271,Janet Rice,1,2020-01-11,2020-01-19,79
272,272,272,Taxinda ,1,2020-01-11,2020-01-19,80
273,273,273,Mike Moore,1,2020-01-11,2020-01-19,81
274,274,274,Jenny Shipley,1,2020-01-11,2020-01-19,82
275,275,275,Keira Maguire,1,2020-01-11,2020-01-19,83
276,276,276,Tsai Ing Wen of Taiwanwomen,1,2020-01-11,2020-01-19,84
277,277,277,Benazir Bhutto,1,2020-01-11,2020-01-19,85
278,278,278,Kool,1,2020-01-11,2020-01-19,86
279,279,279,Sanna Marin,1,2020-01-11,2020-01-19,87
280,280,280,Trudeau,1,2020-01-11,2020-01-19,88
281,281,281,Bet,1,2020-01-11,2020-01-19,89
282,282,282,Name,1,2020-01-11,2020-01-19,90
283,283,283,Recognise Hindutva,1,2020-01-11,2020-01-19,91
284,284,284,Profound,1,2020-01-11,2020-01-19,92
285,285,285,Tim Apple,1,2020-01-11,2020-01-19,93
286,286,286,Lisa Nandy,1,2020-01-11,2020-01-19,94
287,287,287,Julie Bishop,1,2020-01-11,2020-01-19,95
288,288,288,Cindy,1,2020-01-11,2020-01-19,96
289,289,289,Gov,1,2020-01-11,2020-01-19,97
290,290,290,Midhigh IncomeGST,1,2020-01-11,2020-01-19,98
291,291,291,Rowling Palmer,1,2020-01-11,2020-01-19,99
292,292,292,   ,1,2020-01-11,2020-01-19,100
293,293,293,Defending,1,2020-01-11,2020-01-19,101
294,294,294,Metiria Turei,1,2020-01-11,2020-01-19,102
295,295,295,httpstcoB16HNhST4,1,2020-01-11,2020-01-19,103
296,296,296,Brittany Kaiser,1,2020-01-11,2020-01-19,104
297,297,297,Raymond Huo An,1,2020-01-11,2020-01-19,105
298,298,298,Piri Sciascia,1,2020-01-11,2020-01-19,106
299,299,299,Renee Thank,1,2020-01-11,2020-01-19,107
300,300,300,Angela Merkel,1,2020-01-11,2020-01-19,108
301,301,301,Gore Leave,1,2020-01-11,2020-01-19,109
302,302,302,Raglan,1,2020-01-11,2020-01-19,110
303,303,303,httpstcokvWRjENh9Y Ukraine,1,2020-01-11,2020-01-19,111
304,304,304,Kale,1,2020-01-11,2020-01-19,112
305,305,305,Corbyn,1,2020-01-11,2020-01-19,113
306,306,306,Scott Morisson,1,2020-01-11,2020-01-19,114
307,307,307,Erik NewZealand PM,1,2020-01-11,2020-01-19,115
308,308,308,Winston Liar,1,2020-01-11,2020-01-19,116
309,309,309,Auckland Apart,1,2020-01-11,2020-01-19,117
310,310,310,httpstco27HKFS9Jwp,1,2020-01-11,2020-01-19,118
311,311,311,Tamsin Simound,1,2020-01-11,2020-01-19,119
312,312,312,Petty,1,2020-01-11,2020-01-19,120
313,313,313,Welsh,1,2020-01-11,2020-01-19,121
314,314,314,Kamalhassan Prabhu Gowthami,1,2020-01-11,2020-01-19,122
315,315,315,  httpstcoK2Y2gqKmEn,1,2020-01-11,2020-01-19,123
316,316,316,Norman,1,2020-01-11,2020-01-19,124
317,317,317,White,1,2020-01-11,2020-01-19,125
318,318,318,Angela Merkels,1,2020-01-11,2020-01-19,126
319,319,319,Helen,1,2020-01-11,2020-01-19,127
320,320,320,  Dominates,1,2020-01-11,2020-01-19,128
321,321,321,Jackie Trad,1,2020-01-11,2020-01-19,129
322,322,322,Mias,1,2020-01-11,2020-01-19,130
323,323,323,Tom Ballard,1,2020-01-11,2020-01-19,131
324,324,324,JACINDA ARDERN ALONE,1,2020-01-11,2020-01-19,132
325,325,325,Bullshit,1,2020-01-11,2020-01-19,133
326,326,326,St ,1,2020-01-11,2020-01-19,134
327,327,327,Jack Marshall,1,2020-01-11,2020-01-19,135
328,328,328,Koalas,1,2020-01-11,2020-01-19,136
329,329,329,KNOWLEDGE Prabhu,1,2020-01-11,2020-01-19,137
330,330,330,Murdoch,1,2020-01-11,2020-01-19,138
331,331,331,Louie Nana Shelly,1,2020-01-11,2020-01-19,139
332,332,332,Kaiapoi,1,2020-01-11,2020-01-19,140
333,333,333,Rico NATO,1,2020-01-11,2020-01-19,141
334,334,334, s Agenda,1,2020-01-11,2020-01-19,142
335,335,335,RT Me,1,2020-01-11,2020-01-19,143
336,336,336,httpstcoFlzmRMDPmx,1,2020-01-11,2020-01-19,144
337,337,337,Larissa Waters,1,2020-01-11,2020-01-19,145
338,338,338,K Ka Pai,1,2020-01-11,2020-01-19,146
339,339,339,Wellington,1,2020-01-11,2020-01-19,147
340,340,340,Quotes,1,2020-01-11,2020-01-19,148
341,341,341,  Full,1,2020-01-11,2020-01-19,149
342,342,342,Justin Trudeau Climate,1,2020-01-11,2020-01-19,150
343,343,343,Lisa,1,2020-01-11,2020-01-19,151
344,344,344,Remain,1,2020-01-11,2020-01-19,152
345,345,345,Pricey,1,2020-01-11,2020-01-19,153
346,346,346,Ron Mark,1,2020-01-11,2020-01-19,154
347,347,347,Greta Thunberg Sad,1,2020-01-11,2020-01-19,155
348,348,348,JAMES,1,2020-01-11,2020-01-19,156
349,349,349,Te Pahu,1,2020-01-11,2020-01-19,157
350,350,350,BurnNewsCorp,1,2020-01-11,2020-01-19,158
351,351,351,QLD Vic,1,2020-01-11,2020-01-19,159
352,352,352,Kamalhassan Prabhu Gowthami Kalanithimaran,1,2020-01-11,2020-01-19,160
353,353,353,Hble,1,2020-01-11,2020-01-19,161
354,354,354,Soyman,1,2020-01-11,2020-01-19,162
355,355,355,Me,1,2020-01-11,2020-01-19,163
356,356,356,Claire Trevett,1,2020-01-11,2020-01-19,164
357,357,357,Authenticleadership WomenInSTEM Read,1,2020-01-11,2020-01-19,165
358,358,358,Dad Thunberg,1,2020-01-11,2020-01-19,166
359,359,359,Sick Patient,1,2020-01-11,2020-01-19,167
360,360,360,Jack Marshall Gummon Christchurch,1,2020-01-11,2020-01-19,168
361,361,361,Worlds,1,2020-01-11,2020-01-19,169
362,362,362,Horrific Still,1,2020-01-11,2020-01-19,170
363,363,363,ISPR,1,2020-01-11,2020-01-19,171
364,364,364,300k,1,2020-01-11,2020-01-19,172
365,365,365,Hootons,1,2020-01-11,2020-01-19,173
366,366,366,Young Leadership,1,2020-01-11,2020-01-19,174
367,367,367,NewZealand,1,2020-01-11,2020-01-19,175
368,368,368,Bill Rowling,1,2020-01-11,2020-01-19,176
369,369,369,Erna Solberg,1,2020-01-11,2020-01-19,177
370,370,370,Xenophobic,1,2020-01-11,2020-01-19,178
371,371,371,Nueva Zelanda,1,2020-01-11,2020-01-19,179
372,372,372,Auckland Me,1,2020-01-11,2020-01-19,180
373,373,373,Whakatane,1,2020-01-11,2020-01-19,181
374,374,374,Charles Prince,1,2020-01-11,2020-01-19,182
375,375,375,Hamiltons,1,2020-01-11,2020-01-19,183
376,376,376,Steve La,1,2020-01-11,2020-01-19,184
377,377,377,Porirua,1,2020-01-11,2020-01-19,185
378,378,378,Jenny Shipley Christchurch,1,2020-01-11,2020-01-19,186
379,379,379,Waimate,1,2020-01-11,2020-01-19,187
380,380,380,Amy Springhall,1,2020-01-11,2020-01-19,188
381,381,381,Pete Buttigieg,1,2020-01-11,2020-01-19,189
382,382,382,Yeh,1,2020-01-11,2020-01-19,190
383,383,383,Hindsights,1,2020-01-11,2020-01-19,191
384,384,384,Tony Abbott,1,2020-01-11,2020-01-19,192
385,385,385,Roger,1,2020-01-11,2020-01-19,193
386,386,386,Nelson,1,2020-01-11,2020-01-19,194
387,387,387,Tim Berners,1,2020-01-11,2020-01-19,195
388,388,388,Geoff Palmer,1,2020-01-11,2020-01-19,196
389,389,389,Marie Royce,1,2020-01-11,2020-01-19,197
390,390,390,Lee Lateinventor,1,2020-01-11,2020-01-19,198
391,391,391,httpstcoAYjuWw9L7L Misogynist,1,2020-01-11,2020-01-19,199
392,392,392,Shane Porn,1,2020-01-11,2020-01-19,200
393,393,393,MajorityOfPakistanis,1,2020-01-11,2020-01-19,201
394,394,394,Noticias Leccin,1,2020-01-11,2020-01-19,202
395,395,395,Batman,1,2020-01-11,2020-01-19,203
396,396,396,Sam Confused,1,2020-01-11,2020-01-19,204
397,397,397,httpstcoZ6eWz5mjDr,1,2020-01-11,2020-01-19,205
398,398,398,Shinjuro Koizumi,1,2020-01-11,2020-01-19,206
399,399,399,Xx Cuss,1,2020-01-11,2020-01-19,207
400,400,400,Hele,1,2020-01-11,2020-01-19,208
401,401,401,NotWelcomeInNewZealand Disrespectful,1,2020-01-11,2020-01-19,209
402,402,402,Kollywood Intelligent,1,2020-01-11,2020-01-19,210
403,403,403,SmartCompany,1,2020-01-11,2020-01-19,211
404,404,404,Amy Andrew Dickens,1,2020-01-11,2020-01-19,212
405,405,405,Gutter Journalism,1,2020-01-11,2020-01-19,213
406,406,406,Make Mummy ,1,2020-01-11,2020-01-19,214
407,407,407,Kindness,1,2020-01-11,2020-01-19,215
408,408,408,Amicablylooking,1,2020-01-11,2020-01-19,216
409,409,409,Historically,1,2020-01-11,2020-01-19,217
410,410,410,First,1,2020-01-11,2020-01-19,218
411,411,411,Chch,1,2020-01-11,2020-01-19,219
412,412,412,Tom,1,2020-01-11,2020-01-19,220
413,413,413,Bloody,1,2020-01-11,2020-01-19,221
414,414,414,Greta Thunberg,1,2020-01-11,2020-01-19,222
415,415,415,StevePriceMedia FAUXpologised,1,2020-01-11,2020-01-19,223
416,416,416,Winston,1,2020-01-11,2020-01-19,224
417,417,417,BoycottMediaWorks,1,2020-01-11,2020-01-19,225
418,418,418,William Prince Harry,1,2020-01-11,2020-01-19,226
419,419,419,Se,1,2020-01-11,2020-01-19,227
420,420,420,Lovin,1,2020-01-11,2020-01-19,228
421,421,421,Pakistanis,1,2020-01-11,2020-01-19,229
422,422,422,Kill Charles,1,2020-01-11,2020-01-19,230
423,423,423,Ms ,1,2020-01-11,2020-01-19,231
424,424,424,Addict,1,2020-01-11,2020-01-19,232
425,425,425,httpstcoaxzRJLqKqk,1,2020-01-11,2020-01-19,233
426,426,426,httpstcojJoVtrNk1i,1,2020-01-11,2020-01-19,234
427,427,427,MaleehaLodhi,1,2020-01-11,2020-01-19,235
428,428,428,httpstcodZ7f0X51qT Alan Jones,1,2020-01-11,2020-01-19,236
429,429,429,Twitter,1,2020-01-11,2020-01-19,237
431,431,431,Raglan Gore,1,2020-01-11,2020-01-19,238
432,432,432,Soleimani,1,2020-01-11,2020-01-19,239
433,433,433,Morrison Uh,1,2020-01-11,2020-01-19,240
434,434,434,Amy Klobuchar,1,2020-01-11,2020-01-19,241
435,435,435,Clark,1,2020-01-11,2020-01-19,242
436,436,436,Nasty,1,2020-01-11,2020-01-19,243
437,437,437,Jane Caro,1,2020-01-11,2020-01-19,244
438,438,438,Arrest,1,2020-01-11,2020-01-19,245
439,439,439,Christopher Luxon,1,2020-01-11,2020-01-19,246
440,440,440,Aussie,1,2020-01-11,2020-01-19,247
441,441,441,Indira Gandhi Hear,1,2020-01-11,2020-01-19,248
442,442,442,Gerard Henderson,1,2020-01-11,2020-01-19,249
443,443,443,Albo ScoMo,1,2020-01-11,2020-01-19,250
444,444,444,Mike,1,2020-01-11,2020-01-19,251
