,word,frequency,start_date,end_date
5980,Labour Party,1,2020-10-01,2020-10-09
5981,USflu China,1,2020-10-01,2020-10-09
5982,House of Commons The Guardian httpstcoNScFcD3OxI httpstco02BxyYC8Q0,1,2020-10-01,2020-10-09
5983,this httpstco56hsGBLhdw Sponsored,1,2020-10-01,2020-10-09
5984,Lies,1,2020-10-01,2020-10-09
5985,Call them Centres of Excellence,1,2020-10-01,2020-10-09
5986,FLU STOP THE LOCK,1,2020-10-01,2020-10-09
5987,KJM Today,1,2020-10-01,2020-10-09
5988,FFS WakeUpUK Test,1,2020-10-01,2020-10-09
5989,RishiSunak,1,2020-10-01,2020-10-09
5990,BorisOut,1,2020-10-01,2020-10-09
5991,Local Public HealthGPsHospitals,1,2020-10-01,2020-10-09
5992,Ofcom,1,2020-10-01,2020-10-09
5993,MRSA FLU,1,2020-10-01,2020-10-09
5994,NEU,1,2020-10-01,2020-10-09
5995,Boris Johnsons CONservative Government,1,2020-10-01,2020-10-09
5996,Footage From Local 81020,1,2020-10-01,2020-10-09
5997,Wilfred,1,2020-10-01,2020-10-09
5998,TrumpTerrorism,1,2020-10-01,2020-10-09
5999,the Conservative party,1,2020-10-01,2020-10-09
6000,BUFFOON New Zealand,1,2020-10-01,2020-10-09
6001,App,1,2020-10-01,2020-10-09
6002,NHS Test,1,2020-10-01,2020-10-09
6003,Fire From Tories,1,2020-10-01,2020-10-09
6004,BorisJohnson,16,2020-10-11,2020-10-19
6005,EU,14,2020-10-11,2020-10-19
6006,BBC News,11,2020-10-11,2020-10-19
6007,Covid19,10,2020-10-11,2020-10-19
6008,PCR,4,2020-10-11,2020-10-19
6009,Guardian,4,2020-10-11,2020-10-19
6010,Burnham,3,2020-10-11,2020-10-19
6011,NHS,3,2020-10-11,2020-10-19
6012,Dominic Cummings,3,2020-10-11,2020-10-19
6013,the British,3,2020-10-11,2020-10-19
6014,Covid,3,2020-10-11,2020-10-19
6015,Trace,3,2020-10-11,2020-10-19
6016,BBC,3,2020-10-11,2020-10-19
6017,Time,3,2020-10-11,2020-10-19
6018,AndyBurnham,3,2020-10-11,2020-10-19
6019,COVIDIOTS,2,2020-10-11,2020-10-19
6020,CouvreFeu,2,2020-10-11,2020-10-19
6021,Coronavirus,2,2020-10-11,2020-10-19
6022,Boris Johnsons,2,2020-10-11,2020-10-19
6023,PPE,2,2020-10-11,2020-10-19
6024,State,2,2020-10-11,2020-10-19
6025,MSM,2,2020-10-11,2020-10-19
6026,PE,2,2020-10-11,2020-10-19
6027,Govt,2,2020-10-11,2020-10-19
6028,ToryLiars,2,2020-10-11,2020-10-19
6029,Underlines,1,2020-10-11,2020-10-19
6030,DAILY STAR,1,2020-10-11,2020-10-19
6031,the Black Death Far,1,2020-10-11,2020-10-19
6032,TestandTrace,1,2020-10-11,2020-10-19
6033,Constant,1,2020-10-11,2020-10-19
6034,LE FIGARO,1,2020-10-11,2020-10-19
6035,Scotland Northern Ireland,1,2020-10-11,2020-10-19
6036,the House of Commons,1,2020-10-11,2020-10-19
6037,UKgovcomms,1,2020-10-11,2020-10-19
6038,Gates,1,2020-10-11,2020-10-19
6039,Starmer,1,2020-10-11,2020-10-19
6040,JACK,1,2020-10-11,2020-10-19
6041,httpstcoXCDai60IRx,1,2020-10-11,2020-10-19
6042,TheSun Queen,1,2020-10-11,2020-10-19
6043,Brighton News Andy Burnham,1,2020-10-11,2020-10-19
6044,THE TOILET BREXIT,1,2020-10-11,2020-10-19
6045,Maxwell Sunak,1,2020-10-11,2020-10-19
6046,Nick,1,2020-10-11,2020-10-19
6047,TheGuardian Guardian,1,2020-10-11,2020-10-19
6048,NWO,1,2020-10-11,2020-10-19
6049,Cabinet,1,2020-10-11,2020-10-19
6050,Boris Johnsons Government,1,2020-10-11,2020-10-19
6051,MH,1,2020-10-11,2020-10-19
6052,the Labour Party,1,2020-10-11,2020-10-19
6053,Editorial Opinion,1,2020-10-11,2020-10-19
6054,Nicola Sturgeons,1,2020-10-11,2020-10-19
6055,Nightmare,1,2020-10-11,2020-10-19
6056,UN,1,2020-10-11,2020-10-19
6057,BJ,1,2020-10-11,2020-10-19
6058,RT Oped,1,2020-10-11,2020-10-19
6059,NHS Test,1,2020-10-11,2020-10-19
6060,Scotlands,1,2020-10-11,2020-10-19
6061,iScot,1,2020-10-11,2020-10-19
6062,Manchester News Kills,1,2020-10-11,2020-10-19
6063,Isle of Lewis Please,1,2020-10-11,2020-10-19
6064,UKisland,1,2020-10-11,2020-10-19
6065,BorisJohnson Conservative Party,1,2020-10-11,2020-10-19
6066,PoliceState,1,2020-10-11,2020-10-19
6067,NotMyPM,1,2020-10-11,2020-10-19
6068,Brexit Promises Catch,1,2020-10-11,2020-10-19
6069,NBCUSA News,1,2020-10-11,2020-10-19
6070,MeghanMarkle,1,2020-10-11,2020-10-19
6071,Chiambretti,1,2020-10-11,2020-10-19
6072,Countries,1,2020-10-11,2020-10-19
6073,World,1,2020-10-11,2020-10-19
6074,RWNJ,1,2020-10-11,2020-10-19
6075,D Cummings,1,2020-10-11,2020-10-19
6076,Tier3 NOW,1,2020-10-11,2020-10-19
6077,Remdesivir,1,2020-10-11,2020-10-19
6078,Lancashire Liverpool Gym,1,2020-10-11,2020-10-19
6079,lockdown2020,1,2020-10-11,2020-10-19
6080,Covid19 Firms,1,2020-10-11,2020-10-19
6081,DublinBoston,1,2020-10-11,2020-10-19
6082,DM,1,2020-10-11,2020-10-19
6083,LondonLockdown,1,2020-10-11,2020-10-19
6084,Lockdown,1,2020-10-11,2020-10-19
6085,the BBC Lockdown,1,2020-10-11,2020-10-19
6086,Party,1,2020-10-11,2020-10-19
6087,Save,1,2020-10-11,2020-10-19
6088,Ventilation,1,2020-10-11,2020-10-19
6089,SoftBank Beirut XiJinping TikTok,1,2020-10-11,2020-10-19
6090,Spoke,1,2020-10-11,2020-10-19
6091,NEO The Confrontation,1,2020-10-11,2020-10-19
6092,Manchester BBC News httpstcoUAeVhtk6BJ,1,2020-10-11,2020-10-19
6093,ToryShambles,1,2020-10-11,2020-10-19
6094,Trump,1,2020-10-11,2020-10-19
6095,NWO Alla,1,2020-10-11,2020-10-19
6096,SimonCowell,1,2020-10-11,2020-10-19
6097,ABC,1,2020-10-11,2020-10-19
6098,AUSTERITY,1,2020-10-11,2020-10-19
6099,Brexit Cliff,1,2020-10-11,2020-10-19
6100,EU FN,1,2020-10-11,2020-10-19
6101,OVEN READY DEAL,1,2020-10-11,2020-10-19
6102,FLU,1,2020-10-11,2020-10-19
6103,DavidCameron,1,2020-10-11,2020-10-19
6104,Manchester BBC NewsSource,1,2020-10-11,2020-10-19
6105,BorisJohnson COVID19 Tories,1,2020-10-11,2020-10-19
6106,JenniferHewett,1,2020-10-11,2020-10-19
6107,Sapori D Italia,1,2020-10-11,2020-10-19
6108,TheTimes Times,1,2020-10-11,2020-10-19
6109,Army,1,2020-10-11,2020-10-19
6110,Government Dominic Cummings Who,1,2020-10-11,2020-10-19
6111,New Zealands,1,2020-10-11,2020-10-19
6112,Sturgeon,1,2020-10-11,2020-10-19
6113,CLOWN,1,2020-10-11,2020-10-19
6114,Bozza,1,2020-10-11,2020-10-19
6115,Fiordaliso,1,2020-10-11,2020-10-19
6116,Manchester News LIVE BBCSource,1,2020-10-11,2020-10-19
6117,the National Alert System,1,2020-10-11,2020-10-19
6118,Nicola Sturgeon,1,2020-10-11,2020-10-19
6119,HCID,1,2020-10-11,2020-10-19
6120,GENUINELY,1,2020-10-11,2020-10-19
6121,England UE,1,2020-10-11,2020-10-19
6122,NATIONAL,1,2020-10-11,2020-10-19
6123,Police,1,2020-10-11,2020-10-19
6124,Gulag,1,2020-10-11,2020-10-19
6125,Boris Johnsons Government httpstcoNpqBcagyhc,1,2020-10-11,2020-10-19
6126,Katies,1,2020-10-11,2020-10-19
6127,NHS Track,1,2020-10-11,2020-10-19
6128,London Major,1,2020-10-11,2020-10-19
6129,Dear Stop,1,2020-10-11,2020-10-19
6130,BBCNews,1,2020-10-11,2020-10-19
6131,Union Brings,1,2020-10-11,2020-10-19
6132,NHS COVID Centre,1,2020-10-11,2020-10-19
6133,YouTube,1,2020-10-11,2020-10-19
6134,Teaching,1,2020-10-11,2020-10-19
6135,Brexit Automation,1,2020-10-11,2020-10-19
6136,Eton,1,2020-10-11,2020-10-19
6137,iScotland,1,2020-10-11,2020-10-19
6138,DAILY EXPRESS,1,2020-10-11,2020-10-19
6139,COVIDtestresults,1,2020-10-11,2020-10-19
6140,FINANCIAL TIMES,1,2020-10-11,2020-10-19
6141,Popularity Mental Health Tax Revenue Jobs Crime,1,2020-10-11,2020-10-19
6142,the Green Deal Build,1,2020-10-11,2020-10-19
6143,CovidOk,1,2020-10-11,2020-10-19
6144,Mental Health Awareness,1,2020-10-11,2020-10-19
6145,httpstcog1pft7SBaq Lets,1,2020-10-11,2020-10-19
6146,the Labour Party Be,1,2020-10-11,2020-10-19
6147,JP Morgan,1,2020-10-11,2020-10-19
6148,Justice,1,2020-10-11,2020-10-19
6149,Covid19 strategySource The Telegraph,1,2020-10-11,2020-10-19
6150,the Cabinet Office We,1,2020-10-11,2020-10-19
6151,Nigeria Imagine,1,2020-10-11,2020-10-19
6152,GUARDIAN,1,2020-10-11,2020-10-19
6153,the National Alert Level,1,2020-10-11,2020-10-19
6154,YepDECADES,1,2020-10-11,2020-10-19
6155,Biggest,1,2020-10-11,2020-10-19
6156,Dear Boris,1,2020-10-11,2020-10-19
6157,Learn,1,2020-10-11,2020-10-19
6158,BorisJohnson COVID HowMuchLonger,1,2020-10-11,2020-10-19
6159,GovtsPrivate,1,2020-10-11,2020-10-19
6160,ShinzoAbe,1,2020-10-11,2020-10-19
6161,CNN,1,2020-10-11,2020-10-19
6162,BorisJohnson Party,1,2020-10-11,2020-10-19
6163,Edinburgh UK USA Trump Coronavirus Covid Glasgow,1,2020-10-11,2020-10-19
6164,WHO,1,2020-10-11,2020-10-19
6165,UKAre,1,2020-10-11,2020-10-19
6166,Tut,1,2020-10-11,2020-10-19
6167,IFR,1,2020-10-11,2020-10-19
6168,AMERICAN FLAG,1,2020-10-11,2020-10-19
6169,Solidarity,1,2020-10-11,2020-10-19
6170,Guardian News,1,2020-10-11,2020-10-19
6171,UKThe,1,2020-10-11,2020-10-19
6172,I WANT TO KNOW NOW,1,2020-10-11,2020-10-19
6173,MattHancock,1,2020-10-11,2020-10-19
6174,Cheers Cause,1,2020-10-11,2020-10-19
6175,Nordics,1,2020-10-11,2020-10-19
6176,NHSonly,1,2020-10-11,2020-10-19
6177,Reinstate,1,2020-10-11,2020-10-19
6178,ScottBrown,1,2020-10-11,2020-10-19
6179,Remain,1,2020-10-11,2020-10-19
6180,Johnsons,1,2020-10-11,2020-10-19
6181,BREAKING NEWS,1,2020-10-11,2020-10-19
6182,Lockdown New Zealand for Smoking,1,2020-10-11,2020-10-19
6183,TheIndependent,1,2020-10-11,2020-10-19
6184,httpstcoBn9D4sffIM,1,2020-10-11,2020-10-19
6185,ToryCorruption ToryLiars BorisJohnsonMustGo Shocking,1,2020-10-11,2020-10-19
6186,Essex Please,1,2020-10-11,2020-10-19
6187,U,1,2020-10-11,2020-10-19
6188,CummingsandGoings,1,2020-10-11,2020-10-19
6189,BREXIT,1,2020-10-11,2020-10-19
6190,the National 5 Level COVID Alert System,1,2020-10-11,2020-10-19
6191,CoronavirusOutbreak New,1,2020-10-11,2020-10-19
6192,DAILY TELEGRAPH,1,2020-10-11,2020-10-19
6193,GM,1,2020-10-11,2020-10-19
6194,httpstco7V1xzHge0Y,1,2020-10-11,2020-10-19
6195,Tin Hat Brigade,1,2020-10-11,2020-10-19
6196,INDEPENDENT,1,2020-10-11,2020-10-19
6197,KeirStarmer,1,2020-10-11,2020-10-19
6198,Hotels,1,2020-10-11,2020-10-19
6199,KateMiddleton,1,2020-10-11,2020-10-19
6200,WTF Burnham,1,2020-10-11,2020-10-19
6201,Jacinda,1,2020-10-11,2020-10-19
6202,31120 Imagine,1,2020-10-11,2020-10-19
6203,NHS,12,2020-10-21,2020-10-29
6204,BorisJohnson,8,2020-10-21,2020-10-29
6205,EU,6,2020-10-21,2020-10-29
6206,Lockdown,5,2020-10-21,2020-10-29
6207,Cowpox,4,2020-10-21,2020-10-29
6208,Smallpox,4,2020-10-21,2020-10-29
6209,Daily Covid19,3,2020-10-21,2020-10-29
6210,BBC News,3,2020-10-21,2020-10-29
6211,BBC,3,2020-10-21,2020-10-29
6212,PPE,3,2020-10-21,2020-10-29
6213,Trump,3,2020-10-21,2020-10-29
6214,Covid19,3,2020-10-21,2020-10-29
6215,ICU,3,2020-10-21,2020-10-29
6216,Oxford,3,2020-10-21,2020-10-29
6217,Dominic Cummings,3,2020-10-21,2020-10-29
6218,Govt,3,2020-10-21,2020-10-29
6219,Trace,3,2020-10-21,2020-10-29
6220,Time,2,2020-10-21,2020-10-29
6221,UN,2,2020-10-21,2020-10-29
6222,Covid,2,2020-10-21,2020-10-29
6223,Govt Depts,2,2020-10-21,2020-10-29
6224,NOW,2,2020-10-21,2020-10-29
6225,Coronavirus,2,2020-10-21,2020-10-29
6226,Parliament,2,2020-10-21,2020-10-29
6227,RTC,2,2020-10-21,2020-10-29
6228,TFL,2,2020-10-21,2020-10-29
6229,500k,1,2020-10-21,2020-10-29
6230,BorisJohnson COVID,1,2020-10-21,2020-10-29
6231,agenda2030,1,2020-10-21,2020-10-29
6232,the Covid Health Service Locking,1,2020-10-21,2020-10-29
6233,Numbskulls Marea Britanie,1,2020-10-21,2020-10-29
6234,Deaths,1,2020-10-21,2020-10-29
6235,Project,1,2020-10-21,2020-10-29
6236,1K,1,2020-10-21,2020-10-29
6237,London Transit TFL Transportation httpstcohI4WajskZ4,1,2020-10-21,2020-10-29
6238,Champions League,1,2020-10-21,2020-10-29
6239,National Firebreak Lockdown Can,1,2020-10-21,2020-10-29
6240,EngampWales,1,2020-10-21,2020-10-29
6241,Taters Carrots Swede Parsnips,1,2020-10-21,2020-10-29
6242,the British,1,2020-10-21,2020-10-29
6243,COVID NOW,1,2020-10-21,2020-10-29
6244,COVID,1,2020-10-21,2020-10-29
6245,Slap,1,2020-10-21,2020-10-29
6246,Borisdo,1,2020-10-21,2020-10-29
6247,ToryIncompetence,1,2020-10-21,2020-10-29
6248,LD,1,2020-10-21,2020-10-29
6249,OZ,1,2020-10-21,2020-10-29
6250,the Covid Research Group,1,2020-10-21,2020-10-29
6251,the White House,1,2020-10-21,2020-10-29
6252,Coronaviruses,1,2020-10-21,2020-10-29
6253,Aps,1,2020-10-21,2020-10-29
6254,ENTIRE NATIONS,1,2020-10-21,2020-10-29
6255,Covid League Death Table,1,2020-10-21,2020-10-29
6256,Deaths B939 UK667,1,2020-10-21,2020-10-29
6257,UKEconomy,1,2020-10-21,2020-10-29
6258,Non Covid,1,2020-10-21,2020-10-29
6259,NWO,1,2020-10-21,2020-10-29
6260,LBGT,1,2020-10-21,2020-10-29
6261,Amazing,1,2020-10-21,2020-10-29
6262,ECJ,1,2020-10-21,2020-10-29
6263,Pro,1,2020-10-21,2020-10-29
6264,THE FUCK THEY WANT,1,2020-10-21,2020-10-29
6265,N95,1,2020-10-21,2020-10-29
6266,U CAN,1,2020-10-21,2020-10-29
6267,Covid19 Full,1,2020-10-21,2020-10-29
6268,Fact,1,2020-10-21,2020-10-29
6269,NO The World Health Organizations,1,2020-10-21,2020-10-29
6270,Boris Johnsons,1,2020-10-21,2020-10-29
6271,BBC News httpstcoHNrra4ILiO,1,2020-10-21,2020-10-29
6272,Done,1,2020-10-21,2020-10-29
6273,ToriesOut,1,2020-10-21,2020-10-29
6274,NI NEEDS,1,2020-10-21,2020-10-29
6275,LIES,1,2020-10-21,2020-10-29
6276,Govt Covid,1,2020-10-21,2020-10-29
6277,ToryLiars,1,2020-10-21,2020-10-29
6278,FFS,1,2020-10-21,2020-10-29
6279,GMB,1,2020-10-21,2020-10-29
6280,DrugAddicted,1,2020-10-21,2020-10-29
6281,Rashfords,1,2020-10-21,2020-10-29
6282,Deflect,1,2020-10-21,2020-10-29
6283,Advice,1,2020-10-21,2020-10-29
6284,CumGate,1,2020-10-21,2020-10-29
6285,Corbyn,1,2020-10-21,2020-10-29
6286,Oz,1,2020-10-21,2020-10-29
6287,DOCTORS,1,2020-10-21,2020-10-29
6288,MSM,1,2020-10-21,2020-10-29
6289,Ivor Ivor,1,2020-10-21,2020-10-29
6290,OCDE,1,2020-10-21,2020-10-29
6291,Plandemic,1,2020-10-21,2020-10-29
6292,Quick Google,1,2020-10-21,2020-10-29
6293,MarcusRashford Petition,1,2020-10-21,2020-10-29
6294,CovidErkrankung,1,2020-10-21,2020-10-29
6295,BLAMEBORIS Pls RT Johnsons,1,2020-10-21,2020-10-29
6296,Downing Streets,1,2020-10-21,2020-10-29
6297,Imperial College,1,2020-10-21,2020-10-29
6298,Adrian,1,2020-10-21,2020-10-29
6299,BS,1,2020-10-21,2020-10-29
6300,XmasesChristmas,1,2020-10-21,2020-10-29
6301,KurdishIranian,1,2020-10-21,2020-10-29
6302,Primer,1,2020-10-21,2020-10-29
6303,Boris Britain,1,2020-10-21,2020-10-29
6304,WhackaMole,1,2020-10-21,2020-10-29
6305,Scientist,1,2020-10-21,2020-10-29
6306,Cummings Government,1,2020-10-21,2020-10-29
6307,Welsh Government,1,2020-10-21,2020-10-29
6308,Edinburgh Woollen Mill,1,2020-10-21,2020-10-29
6309,FAR,1,2020-10-21,2020-10-29
6310,NastyParty,1,2020-10-21,2020-10-29
6311,ERG,1,2020-10-21,2020-10-29
6312,Huawei Trackamp Trace,1,2020-10-21,2020-10-29
6313,Free School Meals,1,2020-10-21,2020-10-29
6314,Alcoholic,1,2020-10-21,2020-10-29
6315,BREXIT COVID,1,2020-10-21,2020-10-29
6316,Huawei5,1,2020-10-21,2020-10-29
6317,FMI,1,2020-10-21,2020-10-29
6318,Azumas,1,2020-10-21,2020-10-29
6319,BorisOut,1,2020-10-21,2020-10-29
6320,GTTO,1,2020-10-21,2020-10-29
6321,BREXIT,1,2020-10-21,2020-10-29
6322,NigelFarage,1,2020-10-21,2020-10-29
6323,Vitamin D Sufficient,1,2020-10-21,2020-10-29
6324,PCR,1,2020-10-21,2020-10-29
6325,COVIDIOTS,1,2020-10-21,2020-10-29
6326,CAN,1,2020-10-21,2020-10-29
6327,ITV News,1,2020-10-21,2020-10-29
6328,COVID National,1,2020-10-21,2020-10-29
6329,Essex County Council,1,2020-10-21,2020-10-29
6330,ITU,1,2020-10-21,2020-10-29
6331,PlagueSongs,1,2020-10-21,2020-10-29
6332,UVRegeneron,1,2020-10-21,2020-10-29
6333,Country,1,2020-10-21,2020-10-29
6334,PCRgenerated,1,2020-10-21,2020-10-29
6335,Booth Capture Easily,1,2020-10-21,2020-10-29
6336,KierStarmer,1,2020-10-21,2020-10-29
6337,WTF,1,2020-10-21,2020-10-29
6338,Test Trace Isolate Support OR,1,2020-10-21,2020-10-29
6339,COVID RECOVERY FUND ASAP,1,2020-10-21,2020-10-29
6340,HMO,1,2020-10-21,2020-10-29
6341,the Spanish Flu,1,2020-10-21,2020-10-29
6342,Mensa,1,2020-10-21,2020-10-29
6343,Nottinghamshire,1,2020-10-21,2020-10-29
6344,Tier,1,2020-10-21,2020-10-29
6345,Macron,1,2020-10-21,2020-10-29
6346,SecondLockdown,1,2020-10-21,2020-10-29
6347,Eton,1,2020-10-21,2020-10-29
6348,Vikings,1,2020-10-21,2020-10-29
6349,Another Empty Test,1,2020-10-21,2020-10-29
6350,Spain Selon,1,2020-10-21,2020-10-29
6351,Lockdown Now,1,2020-10-21,2020-10-29
6352,StaySafe,1,2020-10-21,2020-10-29
6353,TTI,1,2020-10-21,2020-10-29
6354,Bravo Rishi Sunak,1,2020-10-21,2020-10-29
6355,LGBTQ COVID,1,2020-10-21,2020-10-29
6356,Comparing,1,2020-10-21,2020-10-29
6357,NUT SHELL Loan,1,2020-10-21,2020-10-29
6358,httpstcoa8bHOsQIaR Healthinnovations Health,1,2020-10-21,2020-10-29
6359,Lancashire Tier3,1,2020-10-21,2020-10-29
6360,THE BRITISH NIGERIAN ARMY ARE PLAYING EXERCISING WITH THE LIVES OF THE CITIZENS,1,2020-10-21,2020-10-29
6361,fishingsavesUK,1,2020-10-21,2020-10-29
6362,CovidSave,1,2020-10-21,2020-10-29
6363,MMW,1,2020-10-21,2020-10-29
6364,Govt ACTION,1,2020-10-21,2020-10-29
6365,the Daily Mail Daily Covid19,1,2020-10-21,2020-10-29
6366,httpstcoNVhuVvGYn6,1,2020-10-21,2020-10-29
6367,Methinks,1,2020-10-21,2020-10-29
6368,Johnsons,1,2020-10-21,2020-10-29
6369,Latest,1,2020-10-21,2020-10-29
6370,EGCG,1,2020-10-21,2020-10-29
6371,Cull,1,2020-10-21,2020-10-29
6372,COVID Children,1,2020-10-21,2020-10-29
6373,Cabinet,1,2020-10-21,2020-10-29
6374,HerdImmunity,1,2020-10-21,2020-10-29
6375,France Stop,1,2020-10-21,2020-10-29
6376,aCovid Enforcement,1,2020-10-21,2020-10-29
6377,Telecoms Security,1,2020-10-21,2020-10-29
6378,WHO,1,2020-10-21,2020-10-29
6379,Richie,1,2020-10-21,2020-10-29
6380,the COVID Level Rules,1,2020-10-21,2020-10-29
6381,the Daily Mails,1,2020-10-21,2020-10-29
6382,FalsePositives Andy Davey,1,2020-10-21,2020-10-29
6383,RoIa,1,2020-10-21,2020-10-29
6384,BorisJohnson a CRIMINAL LIAR a PSYCHOPATH,1,2020-10-21,2020-10-29
6385,Helsinki,1,2020-10-21,2020-10-29
6386,PHE,1,2020-10-21,2020-10-29
6387,RIP,1,2020-10-21,2020-10-29
6388,Vitamin D,1,2020-10-21,2020-10-29
6389,Edinburgh HS2,1,2020-10-21,2020-10-29
6390,Bristol,1,2020-10-21,2020-10-29
6391,MAD,1,2020-10-21,2020-10-29
6392,COVID Britons,1,2020-10-21,2020-10-29
6393,HMG,1,2020-10-21,2020-10-29
6394,Britain Visit old,1,2020-10-21,2020-10-29
6395,Masks,1,2020-10-21,2020-10-29
6396,Xmas,1,2020-10-21,2020-10-29
6397,the Scientific Advisory Group for Emergencies SAGE,1,2020-10-21,2020-10-29
6398,NHS De,1,2020-10-21,2020-10-29
6399,COVID Cummings,1,2020-10-21,2020-10-29
6400,BangoBilly,1,2020-10-21,2020-10-29
6401,IR,1,2020-10-21,2020-10-29
6402,ChineseVirus,1,2020-10-21,2020-10-29
6403,Amazon,1,2020-10-21,2020-10-29
6404,Coronavirus Fines,1,2020-10-21,2020-10-29
6405,the Imperial College,1,2020-10-21,2020-10-29
6406,LOCKDOWN TIME AGAIN,1,2020-10-21,2020-10-29
6407,ACT NOW,1,2020-10-21,2020-10-29
6408,GMB httpstconIeg51YGSJ,1,2020-10-21,2020-10-29
6409,Butlins,1,2020-10-21,2020-10-29
6410,Huawei,1,2020-10-21,2020-10-29
6411,EU,11,2020-11-01,2020-11-09
6412,BorisJohnson,7,2020-11-01,2020-11-09
6413,PPE,5,2020-11-01,2020-11-09
6414,Boris Johnson Daily Mail Online,5,2020-11-01,2020-11-09
6415,Boris Johnson Daily Mail,5,2020-11-01,2020-11-09
6416,DIE,4,2020-11-01,2020-11-09
6417,DEATHS,4,2020-11-01,2020-11-09
6418,Brexit B4 FIGHTS the Virus,4,2020-11-01,2020-11-09
6419,BBC,3,2020-11-01,2020-11-09
6420,MSM,3,2020-11-01,2020-11-09
6421,Covid,3,2020-11-01,2020-11-09
6422,PACKED,3,2020-11-01,2020-11-09
6423,RemembranceSunday,3,2020-11-01,2020-11-09
6424,Trump,3,2020-11-01,2020-11-09
6425,Lockdown,2,2020-11-01,2020-11-09
6426,Covid19,2,2020-11-01,2020-11-09
6427,Brexit LIES,2,2020-11-01,2020-11-09
6428,Boris Johnsons,2,2020-11-01,2020-11-09
6429,Cenotaph,2,2020-11-01,2020-11-09
6430,Ravana PM,2,2020-11-01,2020-11-09
6431,NORMAL,2,2020-11-01,2020-11-09
6432,NHS,2,2020-11-01,2020-11-09
6433,Corbyn,2,2020-11-01,2020-11-09
6434,UN,2,2020-11-01,2020-11-09
6435,U20s,2,2020-11-01,2020-11-09
6436,WHY,2,2020-11-01,2020-11-09
6437,U,2,2020-11-01,2020-11-09
6438,BLM,2,2020-11-01,2020-11-09
6439,COVIDIOTS,1,2020-11-01,2020-11-09
6440,SoftBank Beirut XiJinping TikTok,1,2020-11-01,2020-11-09
6441,TheSun Queen,1,2020-11-01,2020-11-09
6442,Dominic Cummings,1,2020-11-01,2020-11-09
6443,TheTimes Times,1,2020-11-01,2020-11-09
6444,the Reform Party,1,2020-11-01,2020-11-09
6445,Obsessiveness Trouble,1,2020-11-01,2020-11-09
6446,ShinzoAbe,1,2020-11-01,2020-11-09
6447,Taxes,1,2020-11-01,2020-11-09
6448,AsianPacific,1,2020-11-01,2020-11-09
6449,CHD,1,2020-11-01,2020-11-09
6450,MILLIONS,1,2020-11-01,2020-11-09
6451,Englandshire,1,2020-11-01,2020-11-09
6452,Beckham httpstcop4BkdZLnpF,1,2020-11-01,2020-11-09
6453,Donalds,1,2020-11-01,2020-11-09
6454,RT httpstcoBXWGNms69Y Government,1,2020-11-01,2020-11-09
6455,TrumpOut JohnsonMustGo,1,2020-11-01,2020-11-09
6456,httpstcoY8j7rROhYv Covid,1,2020-11-01,2020-11-09
6457,DonaldTrump,1,2020-11-01,2020-11-09
6458,London Mayoral,1,2020-11-01,2020-11-09
6459,KimKardashian,1,2020-11-01,2020-11-09
6460,NHS Trust,1,2020-11-01,2020-11-09
6461,BJ,1,2020-11-01,2020-11-09
6462,Covid leaksMinisters Mobiles,1,2020-11-01,2020-11-09
6463,RT Oped,1,2020-11-01,2020-11-09
6464,MSNBC,1,2020-11-01,2020-11-09
6465,MikePence,1,2020-11-01,2020-11-09
6466,Covid homeCloseTheSchools Looool,1,2020-11-01,2020-11-09
6467,LONGER,1,2020-11-01,2020-11-09
6468,DAILY EXPRESS,1,2020-11-01,2020-11-09
6469,Freefall,1,2020-11-01,2020-11-09
6470,BorisJohnson Official,1,2020-11-01,2020-11-09
6471,Ponzi,1,2020-11-01,2020-11-09
6472,LE FIGARO,1,2020-11-01,2020-11-09
6473,BollocksToBrexit Official,1,2020-11-01,2020-11-09
6474,VirusCorona,1,2020-11-01,2020-11-09
6475,Pre Covid Twice,1,2020-11-01,2020-11-09
6476,DAILY STAR,1,2020-11-01,2020-11-09
6477,the White House,1,2020-11-01,2020-11-09
6478,PURE,1,2020-11-01,2020-11-09
6479,UKlockdown NationalLockdown SecondLockdown,1,2020-11-01,2020-11-09
6480,A FUCKING LOCKDOWN,1,2020-11-01,2020-11-09
6481,the FRONT LINES,1,2020-11-01,2020-11-09
6482,Castex,1,2020-11-01,2020-11-09
6483,The US Ejection,1,2020-11-01,2020-11-09
6484,DailyMail,1,2020-11-01,2020-11-09
6485,BBC Sage,1,2020-11-01,2020-11-09
6486,Govt,1,2020-11-01,2020-11-09
6487,Rangers,1,2020-11-01,2020-11-09
6488,Supreme Court,1,2020-11-01,2020-11-09
6489,DidoSerco,1,2020-11-01,2020-11-09
6490,Superman Byline Times,1,2020-11-01,2020-11-09
6491,BorisNext Crocodile,1,2020-11-01,2020-11-09
6492,Gates,1,2020-11-01,2020-11-09
6493,Hospiatlity,1,2020-11-01,2020-11-09
6494,World News,1,2020-11-01,2020-11-09
6495,Johnny No Mates,1,2020-11-01,2020-11-09
6496,ATM Covid,1,2020-11-01,2020-11-09
6497,Heard,1,2020-11-01,2020-11-09
6498,BigData Analytics Covid,1,2020-11-01,2020-11-09
6499,UKGov,1,2020-11-01,2020-11-09
6500,Daily Mail,1,2020-11-01,2020-11-09
6501,httpstcoaqkAKaASCx,1,2020-11-01,2020-11-09
