,word,frequency,start_date,end_date
1492,BorisJohnson Boris Covid19 Coronavirus Inghilterra,1,2020-04-01,2020-04-09
1493,Socialmedia,1,2020-04-01,2020-04-09
1494,APD,1,2020-04-01,2020-04-09
1495,httpstcoi8IxvmBAFL,1,2020-04-01,2020-04-09
1496,httpstcoPCsj4hhQyb,1,2020-04-01,2020-04-09
1497,CORONAVIRUS,1,2020-04-01,2020-04-09
1498,BorisJohnson ROCKSTAR HealthcareHotties,1,2020-04-01,2020-04-09
1499,El Primer,1,2020-04-01,2020-04-09
1500,UCI One,1,2020-04-01,2020-04-09
1501,OPEC,1,2020-04-01,2020-04-09
1502,Miliciano,1,2020-04-01,2020-04-09
1503,ICU httpstcoCIaESQSXx2,1,2020-04-01,2020-04-09
1504,SaintDenis,1,2020-04-01,2020-04-09
1505,Rio,1,2020-04-01,2020-04-09
1506,Italy httpstco06LYBP7meb,1,2020-04-01,2020-04-09
1507,AllahBut,1,2020-04-01,2020-04-09
1508,ICU httpstcoXNIpsz74uY,1,2020-04-01,2020-04-09
1509,El Premier,1,2020-04-01,2020-04-09
1510,NeverForget Si,1,2020-04-01,2020-04-09
1511,HOME Lets,1,2020-04-01,2020-04-09
1512,BorisJohnson COVID Consultant,1,2020-04-01,2020-04-09
1513,ICU httpstcoaUhbOt0fxI,1,2020-04-01,2020-04-09
1514,Post,1,2020-04-01,2020-04-09
1515,FFS,1,2020-04-01,2020-04-09
1516,IO,1,2020-04-01,2020-04-09
1517,Covid19 httpstcoKDFF7D57tf Mundo,1,2020-04-01,2020-04-09
1518,Peston,1,2020-04-01,2020-04-09
1519,Globalization,1,2020-04-01,2020-04-09
1520,Pavor,1,2020-04-01,2020-04-09
1521,Social Distancing,1,2020-04-01,2020-04-09
1522,Con Air,1,2020-04-01,2020-04-09
1523,WTF COVID19uk ORGULLO,1,2020-04-01,2020-04-09
1524,CN Vai,1,2020-04-01,2020-04-09
1525,MSM,1,2020-04-01,2020-04-09
1526,Coisas,1,2020-04-01,2020-04-09
1527,UnitedKingdom,1,2020-04-01,2020-04-09
1528,PATRIOTA,1,2020-04-01,2020-04-09
1529,ICU BorisJohnson London,1,2020-04-01,2020-04-09
1530,ICU Tune,1,2020-04-01,2020-04-09
1531,Nachricht des Tages,1,2020-04-01,2020-04-09
1532,Janets Street Porter,1,2020-04-01,2020-04-09
1533,Cheltenham FestivalNot Bonkers,1,2020-04-01,2020-04-09
1534,Supermarkt Faktencheck httpstcoIuwlNh0O7q Eu,1,2020-04-01,2020-04-09
1535,CoronaVirusUpdates CoronavirusOutbreak Coronafighters,1,2020-04-01,2020-04-09
1536,CoronavirusOutbreak,1,2020-04-01,2020-04-09
1537,Great News BorisJohnson,1,2020-04-01,2020-04-09
1538,Bolsonaro,1,2020-04-01,2020-04-09
1539,BBC News httpstco0u8dtYS1jc,1,2020-04-01,2020-04-09
1540,Bapak Presiden,1,2020-04-01,2020-04-09
1541,Eton,1,2020-04-01,2020-04-09
1542,BorisJohnson PressConference BorisJohnson,1,2020-04-01,2020-04-09
1543,Rand,1,2020-04-01,2020-04-09
1544,ABC News World,1,2020-04-01,2020-04-09
1545,BorisJohnson BeSafeGoDigital covid19italia PandemicIn5Words ZaintSee,1,2020-04-01,2020-04-09
1546,UK Amb,1,2020-04-01,2020-04-09
1547,Care Homes,1,2020-04-01,2020-04-09
1548,WTO,1,2020-04-01,2020-04-09
1549,Akpartinin,1,2020-04-01,2020-04-09
1550,Spox 10 Downing Street COVID Boris,1,2020-04-01,2020-04-09
1551,Die Nachrichtenlage des Tages zum Coronavirus,1,2020-04-01,2020-04-09
1552,Frana,1,2020-04-01,2020-04-09
1553,BC,1,2020-04-01,2020-04-09
1554,the Intensive Care Unit,1,2020-04-01,2020-04-09
1555,CoronaCrisisuk,1,2020-04-01,2020-04-09
1556,St Thomas Hospital COVID BorisJohnson httpstcohb0B7JRcjT,1,2020-04-01,2020-04-09
1557,no Hospital Conceio,1,2020-04-01,2020-04-09
1558,ICU Battling Covid19 httpstcoK4aXsa8lu0,1,2020-04-01,2020-04-09
1559,INGLATERRA,1,2020-04-01,2020-04-09
1560,PRESTAR SOLIDARIEDADE S CENTENAS DE FAMLIAS QUE PERDERAM SEUS ENTES,1,2020-04-01,2020-04-09
1561,Al Jazeera,1,2020-04-01,2020-04-09
1562,Viapath,1,2020-04-01,2020-04-09
1563,LuigiCamporota,1,2020-04-01,2020-04-09
1564,COVID19 World httpstcoHkR2RyfAEv Police,1,2020-04-01,2020-04-09
1565,Verlngerung des Einreisestopps,1,2020-04-01,2020-04-09
1566,the Irish Government,1,2020-04-01,2020-04-09
1567,Labour Party For,1,2020-04-01,2020-04-09
1568,de Relaciones Exteriores,1,2020-04-01,2020-04-09
1569,Austerity,1,2020-04-01,2020-04-09
1570,Guardian,1,2020-04-01,2020-04-09
1571,CoronaVirusUpdates,1,2020-04-01,2020-04-09
1572,Agir,1,2020-04-01,2020-04-09
1573,Trump Change,1,2020-04-01,2020-04-09
1574,UKMay,1,2020-04-01,2020-04-09
1575,Reuters World News httpstcoRsfjcjGCSB,1,2020-04-01,2020-04-09
1576,LadyGaga,1,2020-04-01,2020-04-09
1577,NotMyPM Public,1,2020-04-01,2020-04-09
1578,UN,1,2020-04-01,2020-04-09
1579,AFP,1,2020-04-01,2020-04-09
1580,Downing Street,1,2020-04-01,2020-04-09
1581,Call Centres,1,2020-04-01,2020-04-09
1582,PETROBAS,1,2020-04-01,2020-04-09
1583,ICU Macron,1,2020-04-01,2020-04-09
1584,Heanor Derbyshire,1,2020-04-01,2020-04-09
1585,Uxbridge,1,2020-04-01,2020-04-09
1586,BorisJohnson UE France Italia Spaa EtatsUnis,1,2020-04-01,2020-04-09
1587,VC,1,2020-04-01,2020-04-09
1588,BPM,1,2020-04-01,2020-04-09
1589,SakalMedia,1,2020-04-01,2020-04-09
1590,ICU httpstcoUqKNeusysX,1,2020-04-01,2020-04-09
1591,AP Claudia Lpez,1,2020-04-01,2020-04-09
1592,Caralho,1,2020-04-01,2020-04-09
1593,ReinoUnido,1,2020-04-01,2020-04-09
1594,GrandEst,1,2020-04-01,2020-04-09
1595,CHPnin,1,2020-04-01,2020-04-09
1596,UK PM Johnsons,1,2020-04-01,2020-04-09
1597,HayrlKandiller,1,2020-04-01,2020-04-09
1598,LatestNews,1,2020-04-01,2020-04-09
1599,UKAfrica Investment Summit,1,2020-04-01,2020-04-09
1600,TERRIBLE,1,2020-04-01,2020-04-09
1601,Baby Boomers,1,2020-04-01,2020-04-09
1602,Covidnu,1,2020-04-01,2020-04-09
1603,TaifaLeo WarioGalma,1,2020-04-01,2020-04-09
1604,RIP Labour,1,2020-04-01,2020-04-09
1605,Desejo,1,2020-04-01,2020-04-09
1606,RU,1,2020-04-01,2020-04-09
1607,LIVE Rishi Sunak,1,2020-04-01,2020-04-09
1608,BBQ,1,2020-04-01,2020-04-09
1609,CON,1,2020-04-01,2020-04-09
1610,Italy httpstcoMVzm7sA9tQ,1,2020-04-01,2020-04-09
1611,BorisJohnson BeratKandili,1,2020-04-01,2020-04-09
1612,CoronavirusPandemic CoronavirusFrance FlattenTheCurve,1,2020-04-01,2020-04-09
1613,Wikipedia 201920,1,2020-04-01,2020-04-09
1614,NON,1,2020-04-01,2020-04-09
1615,BBCNews ITVNews Channel4News News,1,2020-04-01,2020-04-09
1616,TraitorTrump,1,2020-04-01,2020-04-09
1617,YouGov,1,2020-04-01,2020-04-09
1618,ICU Keep,1,2020-04-01,2020-04-09
1619,Bank Holidays,1,2020-04-01,2020-04-09
1620,BorisJohnson Prayers,1,2020-04-01,2020-04-09
1621,AB SK,1,2020-04-01,2020-04-09
1622,Gilead,1,2020-04-01,2020-04-09
1623,PressConference,1,2020-04-01,2020-04-09
1624,BorisJohnson COVID19uk,1,2020-04-01,2020-04-09
1625,WednesdayThoughts Aos,1,2020-04-01,2020-04-09
1626,PM APPNews,1,2020-04-01,2020-04-09
1627,the Imperial Highness We,1,2020-04-01,2020-04-09
1628,WHO,1,2020-04-01,2020-04-09
1629,LTIMA,1,2020-04-01,2020-04-09
1630,Respiratory Disease,1,2020-04-01,2020-04-09
1631,BorisJohnson Government,1,2020-04-01,2020-04-09
1632,Ministers,1,2020-04-01,2020-04-09
1633,International Covid19,1,2020-04-01,2020-04-09
1634,Boris Johnson International CryptoCurrency News httpstcoWCnhSnH7rT Primer,1,2020-04-01,2020-04-09
1635,Edinburgh,1,2020-04-01,2020-04-09
1636,ERA APENAS UMA LEVE GRIPEZINHA,1,2020-04-01,2020-04-09
1637,THE HILL DC,1,2020-04-01,2020-04-09
1638,BBC News Mundo Coronavirus,1,2020-04-01,2020-04-09
1639,Heres,1,2020-04-01,2020-04-09
1640,Waziri,1,2020-04-01,2020-04-09
1641,the Wuhan Flu,1,2020-04-01,2020-04-09
1642,ICU httpstcouNT88EEavC,1,2020-04-01,2020-04-09
1643,NairobiNews NTVKenya,1,2020-04-01,2020-04-09
1644,CORONAVIRUS TREATMENT PandemicIn5Words,1,2020-04-01,2020-04-09
1645,BIASA LAGI STOCK GIZINYA MASIH,1,2020-04-01,2020-04-09
1646,Pandemia de,1,2020-04-01,2020-04-09
1647,El Covid 19,1,2020-04-01,2020-04-09
1648,Lloyd George,1,2020-04-01,2020-04-09
1649,Lancet,1,2020-04-01,2020-04-09
1650,Post Leading,1,2020-04-01,2020-04-09
1651,BorisJohnson PressConference,1,2020-04-01,2020-04-09
1652,Put the Army on the,1,2020-04-01,2020-04-09
1653,ICU Treatment,1,2020-04-01,2020-04-09
1654,Arsenal,1,2020-04-01,2020-04-09
1655,Alternate,1,2020-04-01,2020-04-09
1656,BorisJohnson Borisinhospital COVID19,1,2020-04-01,2020-04-09
1657,GOV,1,2020-04-01,2020-04-09
1658,MEMANGNYA,1,2020-04-01,2020-04-09
1659,UKGoverment,1,2020-04-01,2020-04-09
1660,Bear 2,1,2020-04-01,2020-04-09
1661,GM,1,2020-04-01,2020-04-09
1662,The Globe and Mail,1,2020-04-01,2020-04-09
1663,Skype,1,2020-04-01,2020-04-09
1664,BorisJohnson BritishPM,1,2020-04-01,2020-04-09
1665,RainhaLouca,1,2020-04-01,2020-04-09
1666,C4,1,2020-04-01,2020-04-09
1667,Covid19 httpstco1eD6LbHTeF,1,2020-04-01,2020-04-09
1668,Hospice,1,2020-04-01,2020-04-09
1669,FTSE GBPUSD,1,2020-04-01,2020-04-09
1670,httpstcopfVXddTPbN,1,2020-04-01,2020-04-09
1671,Easter,1,2020-04-01,2020-04-09
1672,RIP,1,2020-04-01,2020-04-09
1673,ICU the Labour Party,1,2020-04-01,2020-04-09
1674,httpstcoX8hIHkj19,1,2020-04-01,2020-04-09
1675,CNN,1,2020-04-01,2020-04-09
1676,BRASILEIROS,1,2020-04-01,2020-04-09
1677,COVID ToryGenocide ToryShambles,1,2020-04-01,2020-04-09
1678,PPE,84,2020-04-11,2020-04-19
1679,BorisJohnson,42,2020-04-11,2020-04-19
1680,NHS,25,2020-04-11,2020-04-19
1681,Covid19,23,2020-04-11,2020-04-19
1682,ICU,16,2020-04-11,2020-04-19
1683,Huawei,7,2020-04-11,2020-04-19
1684,Hypertension,7,2020-04-11,2020-04-19
1685,Govt,6,2020-04-11,2020-04-19
1686,Times,6,2020-04-11,2020-04-19
1687,Primary Cares,5,2020-04-11,2020-04-19
1688,Coronavirus,5,2020-04-11,2020-04-19
1689,EU,4,2020-04-11,2020-04-19
1690,BBC,4,2020-04-11,2020-04-19
1691,NHSheroes,4,2020-04-11,2020-04-19
1692,Failings,4,2020-04-11,2020-04-19
1693,WHO,4,2020-04-11,2020-04-19
1694,Prinary Cares,3,2020-04-11,2020-04-19
1695,State,3,2020-04-11,2020-04-19
1696,CoronaCrisisuk,3,2020-04-11,2020-04-19
1697,World,3,2020-04-11,2020-04-19
1698,CCP,3,2020-04-11,2020-04-19
1699,NOW,3,2020-04-11,2020-04-19
1700,BorisOut,3,2020-04-11,2020-04-19
1701,No10,3,2020-04-11,2020-04-19
1702,CoronavirusPandemic,2,2020-04-11,2020-04-19
1703,GMB,2,2020-04-11,2020-04-19
1704,BorisResign,2,2020-04-11,2020-04-19
1705,RIP,2,2020-04-11,2020-04-19
1706,Cabinet,2,2020-04-11,2020-04-19
1707,DNR,2,2020-04-11,2020-04-19
1708,ITU,2,2020-04-11,2020-04-19
1709,Hospitals,2,2020-04-11,2020-04-19
1710,Lancet,2,2020-04-11,2020-04-19
1711,Lockdown,2,2020-04-11,2020-04-19
1712,BorisJohnson Covid19,2,2020-04-11,2020-04-19
1713,UKlockdown,2,2020-04-11,2020-04-19
1714,UKGovernment,2,2020-04-11,2020-04-19
1715,DominicCummings,2,2020-04-11,2020-04-19
1716,RT,2,2020-04-11,2020-04-19
1717,CoronaVirus,2,2020-04-11,2020-04-19
1718,NCDC,2,2020-04-11,2020-04-19
1719,SocialDistancing,2,2020-04-11,2020-04-19
1720,MSM,2,2020-04-11,2020-04-19
1721,AUSTERITY,1,2020-04-11,2020-04-19
1722,LOCKDOWN,1,2020-04-11,2020-04-19
1723,UKChina,1,2020-04-11,2020-04-19
1724,Img Tech,1,2020-04-11,2020-04-19
1725,ChinaVirus,1,2020-04-11,2020-04-19
1726,The World Health Organization WHO,1,2020-04-11,2020-04-19
1727,Seguridad Viral Virus httpstcoVEgBRWzyxO Why,1,2020-04-11,2020-04-19
1728,WhiteHouse,1,2020-04-11,2020-04-19
1729,Un,1,2020-04-11,2020-04-19
1730,Russia QANON PPC,1,2020-04-11,2020-04-19
1731,a Kent NHS Hospital,1,2020-04-11,2020-04-19
1732,COVID19,1,2020-04-11,2020-04-19
1733,Killing Non Premised Micro Sole Trader,1,2020-04-11,2020-04-19
1734,GU,1,2020-04-11,2020-04-19
1735,Nurses,1,2020-04-11,2020-04-19
1736,NHSHeroes NHS,1,2020-04-11,2020-04-19
1737,WellDone Stunning,1,2020-04-11,2020-04-19
1738,Time,1,2020-04-11,2020-04-19
1739,Universal Credit,1,2020-04-11,2020-04-19
1740,Social Care,1,2020-04-11,2020-04-19
1741,Science,1,2020-04-11,2020-04-19
1742,NewYork,1,2020-04-11,2020-04-19
1743,Covid19 ChinaLiedAndPeopleDied CCP,1,2020-04-11,2020-04-19
1744,BS Start,1,2020-04-11,2020-04-19
1745,COVID BorisOut BorisJohnson,1,2020-04-11,2020-04-19
1746,AbbaKyari,1,2020-04-11,2020-04-19
1747,Uk Government,1,2020-04-11,2020-04-19
1748,KeyWorkers,1,2020-04-11,2020-04-19
1749,BorisJohnson Covid19 CoronavirusLiar,1,2020-04-11,2020-04-19
1750,CTI,1,2020-04-11,2020-04-19
1751,FGS,1,2020-04-11,2020-04-19
1752,Health,1,2020-04-11,2020-04-19
1753,Beware,1,2020-04-11,2020-04-19
1754,Asymptomatic Infection,1,2020-04-11,2020-04-19
1755,BLATANT,1,2020-04-11,2020-04-19
1756,BorisJohnson BorisOut BorisJohnsonShouldNotBePM,1,2020-04-11,2020-04-19
1757,IGNORED,1,2020-04-11,2020-04-19
1758,Express,1,2020-04-11,2020-04-19
1759,BorisJohnson Covid19 BorisJohnson,1,2020-04-11,2020-04-19
1760,Criminal Boris Johnsons,1,2020-04-11,2020-04-19
1761,Lloyds,1,2020-04-11,2020-04-19
1762,DeafAware,1,2020-04-11,2020-04-19
1763,BorisJohnson StayatHome,1,2020-04-11,2020-04-19
1764,WILL,1,2020-04-11,2020-04-19
1765,Dominic Cummings Covid19 Cnuts,1,2020-04-11,2020-04-19
1766,Govt Anyone,1,2020-04-11,2020-04-19
1767,CoronaInMaharashtra,1,2020-04-11,2020-04-19
1768,The National Autistic Society,1,2020-04-11,2020-04-19
1769,COS,1,2020-04-11,2020-04-19
1770,PublicEnquiry,1,2020-04-11,2020-04-19
1771,LBC Ventilators,1,2020-04-11,2020-04-19
1772,Testing Saved From Pension Payments Saved,1,2020-04-11,2020-04-19
1773,NHS The World Health Organization WHO,1,2020-04-11,2020-04-19
1774,Society,1,2020-04-11,2020-04-19
1775,ProBrexit,1,2020-04-11,2020-04-19
1776,Tutto,1,2020-04-11,2020-04-19
1777,Ik,1,2020-04-11,2020-04-19
1778,PROMISED,1,2020-04-11,2020-04-19
1779,the EU Norvegian,1,2020-04-11,2020-04-19
1780,Unique,1,2020-04-11,2020-04-19
1781,BorizBlitz,1,2020-04-11,2020-04-19
1782,China Covid19 WuhanVirus,1,2020-04-11,2020-04-19
1783,Limited,1,2020-04-11,2020-04-19
1784,Lefties,1,2020-04-11,2020-04-19
1785,U K Govt4,1,2020-04-11,2020-04-19
1786,UKlockdown Covid19,1,2020-04-11,2020-04-19
1787,CBILS,1,2020-04-11,2020-04-19
1788,BorisJohnson httpstcoz70HQ0LgW5,1,2020-04-11,2020-04-19
1789,BORIS,1,2020-04-11,2020-04-19
1790,BorisJohnson Coronavirus,1,2020-04-11,2020-04-19
1791,Trump,1,2020-04-11,2020-04-19
1792,PPEshortage PPEShortages Covid19,1,2020-04-11,2020-04-19
1793,ESPAOL,1,2020-04-11,2020-04-19
1794,UKGov,1,2020-04-11,2020-04-19
1795,UCI,1,2020-04-11,2020-04-19
1796,Respect,1,2020-04-11,2020-04-19
1797,tWothdrawl,1,2020-04-11,2020-04-19
1798,SelfQuarantine,1,2020-04-11,2020-04-19
1799,Lyras,1,2020-04-11,2020-04-19
1800,Superb,1,2020-04-11,2020-04-19
1801,BorisJohnson httpstcoOeRf5yJAFp Infographic,1,2020-04-11,2020-04-19
1802,Philosophy Politics and Economics,1,2020-04-11,2020-04-19
1803,Alzheimers COMBINED,1,2020-04-11,2020-04-19
1804,UK Abortion,1,2020-04-11,2020-04-19
1805,PritiPatel,1,2020-04-11,2020-04-19
1806,Health Sector,1,2020-04-11,2020-04-19
1807,AplausoSanitario CoronavirusMadrid Madrid Ella,1,2020-04-11,2020-04-19
1808,World Govs,1,2020-04-11,2020-04-19
1809,Boris Johnsons,1,2020-04-11,2020-04-19
1810,ToryShambles,1,2020-04-11,2020-04-19
1811,Conservative Government BorisJohnson,1,2020-04-11,2020-04-19
1812,RoyalMail,1,2020-04-11,2020-04-19
1813,Dumb,1,2020-04-11,2020-04-19
1814,BBC News Hotel,1,2020-04-11,2020-04-19
1815,Latest News,1,2020-04-11,2020-04-19
1816,BorisJohnson PARLIAMENT,1,2020-04-11,2020-04-19
1817,ResignNow Covid19 BorisResign,1,2020-04-11,2020-04-19
1818,ClimateChange,1,2020-04-11,2020-04-19
1819,Daily Telegraph,1,2020-04-11,2020-04-19
1820,Cheaply,1,2020-04-11,2020-04-19
1821,BorisJohnson ToryShambles,1,2020-04-11,2020-04-19
1822,SundayTimes,1,2020-04-11,2020-04-19
1823,Covid19 European,1,2020-04-11,2020-04-19
1824,The Sunday Times Failings,1,2020-04-11,2020-04-19
1825,BorisJohnson BoredBoris Cobra,1,2020-04-11,2020-04-19
1826,BorisJohnson Tories,1,2020-04-11,2020-04-19
1827,SmilingFriends,1,2020-04-11,2020-04-19
1828,ICU HE,1,2020-04-11,2020-04-19
1829,BorisJohnsonCoronavirus COVID,1,2020-04-11,2020-04-19
1830,Contrast,1,2020-04-11,2020-04-19
1831,NHSNightingale,1,2020-04-11,2020-04-19
1832,Covid19 BBCNews ITVNews News,1,2020-04-11,2020-04-19
1833,JustinTrudeu BorisJohnson,1,2020-04-11,2020-04-19
1834,Healthcare,1,2020-04-11,2020-04-19
1835,Shed,1,2020-04-11,2020-04-19
1836,BuyBritish BorisJohnson COVID,1,2020-04-11,2020-04-19
1837,URGENT,1,2020-04-11,2020-04-19
1838,COVID CoronaVirusUpdate,1,2020-04-11,2020-04-19
1839,the Blame Game Begins,1,2020-04-11,2020-04-19
1840,Cmon QuarentineLife,1,2020-04-11,2020-04-19
1841,PPE PLEA NHS Message To Government,1,2020-04-11,2020-04-19
1842,SMART Motorways,1,2020-04-11,2020-04-19
1843,WRONG,1,2020-04-11,2020-04-19
1844,Memes BorisJohnson,1,2020-04-11,2020-04-19
1845,Covid19 Decisionmakers,1,2020-04-11,2020-04-19
1846,httpstcos3ailBQvgi,1,2020-04-11,2020-04-19
1847,the PartTime Boris the,1,2020-04-11,2020-04-19
1848,Its NOT PritiBorisJohnson COVID COVID,1,2020-04-11,2020-04-19
1849,Disgusting I,1,2020-04-11,2020-04-19
1850,BorisJohnson HerdImmunity,1,2020-04-11,2020-04-19
1851,NEXT WEEK,1,2020-04-11,2020-04-19
1852,The Nightingale Excel,1,2020-04-11,2020-04-19
1853,RobertJenrick Article,1,2020-04-11,2020-04-19
1854,U K,1,2020-04-11,2020-04-19
1855,Fraud Risk,1,2020-04-11,2020-04-19
1856,httpstcoXs74LTKKjh H POUCOS DIAS,1,2020-04-11,2020-04-19
1857,Parliament,1,2020-04-11,2020-04-19
1858,Assange,1,2020-04-11,2020-04-19
1859,DID,1,2020-04-11,2020-04-19
1860,Clumsy,1,2020-04-11,2020-04-19
1861,WAKEUPUK,1,2020-04-11,2020-04-19
1862,Sunday Times,1,2020-04-11,2020-04-19
1863,GE Victory,1,2020-04-11,2020-04-19
1864,Aso Rock Clinic,1,2020-04-11,2020-04-19
1865,WhereIsBoris,1,2020-04-11,2020-04-19
1866,WARNINGS,1,2020-04-11,2020-04-19
1867,Ppe,1,2020-04-11,2020-04-19
1868,Covid19 News,1,2020-04-11,2020-04-19
1869,Covid19 httpstcoVOKz1A6Hwa Take,1,2020-04-11,2020-04-19
1870,LTD Companies,1,2020-04-11,2020-04-19
1871,St Thomass Hospital,1,2020-04-11,2020-04-19
1872,Rambling Obnoxious Bastards,1,2020-04-11,2020-04-19
1873,Doctors,1,2020-04-11,2020-04-19
1874,BrexitReality COVID,1,2020-04-11,2020-04-19
1875,StudentLoan,1,2020-04-11,2020-04-19
1876,NI,1,2020-04-11,2020-04-19
1877,Insight,1,2020-04-11,2020-04-19
1878,Council Tax and Mortgage,1,2020-04-11,2020-04-19
1879,LOCKEDUP,1,2020-04-11,2020-04-19
1880,BorisLied Covid19 Country,1,2020-04-11,2020-04-19
1881,NHS StayHome Flights,1,2020-04-11,2020-04-19
1882,PPE Si,1,2020-04-11,2020-04-19
1883,GE,1,2020-04-11,2020-04-19
1884,PPEShortages,1,2020-04-11,2020-04-19
1885,Channel4,1,2020-04-11,2020-04-19
1886,WHOS,1,2020-04-11,2020-04-19
1887,Survivor Telegraph,1,2020-04-11,2020-04-19
1888,CHINA Operation Gridlock Culture,1,2020-04-11,2020-04-19
1889,JacindaArdern,1,2020-04-11,2020-04-19
1890,House of Commons,1,2020-04-11,2020-04-19
1891,the British Government,1,2020-04-11,2020-04-19
1892,New York Post Jacksonville,1,2020-04-11,2020-04-19
1893,Muchneeded,1,2020-04-11,2020-04-19
1894,the Royal Family,1,2020-04-11,2020-04-19
1895,Deutsch,1,2020-04-11,2020-04-19
1896,httpstcoV1lH959Aml LiberateMinnesota,1,2020-04-11,2020-04-19
1897,BREXIT BREXIT BREXIT,1,2020-04-11,2020-04-19
1898,BorisJohnson NHSheroes,1,2020-04-11,2020-04-19
1899,Scunthorpe Hospital,1,2020-04-11,2020-04-19
1900,Easter Day,1,2020-04-11,2020-04-19
1901,IMHO,1,2020-04-11,2020-04-19
1902,a MAJOR SHAKEUP Immigration EU,1,2020-04-11,2020-04-19
1903,Camerons,1,2020-04-11,2020-04-19
1904,ENDLOCKDOWNNOW,1,2020-04-11,2020-04-19
1905,Starmer,1,2020-04-11,2020-04-19
1906,WTF,1,2020-04-11,2020-04-19
1907,httpstconrKuRJP6T3 TruthOfCovid19 World,1,2020-04-11,2020-04-19
1908,RICH,1,2020-04-11,2020-04-19
1909,httpstcoegNLsLStXx Happy,1,2020-04-11,2020-04-19
1910,iPhones,1,2020-04-11,2020-04-19
1911,GroupAction,1,2020-04-11,2020-04-19
1912,Prinary Care,1,2020-04-11,2020-04-19
1913,Nursing,1,2020-04-11,2020-04-19
1914,Sky News Coronavirus,1,2020-04-11,2020-04-19
1915,UK Actively,1,2020-04-11,2020-04-19
1916,Sort,1,2020-04-11,2020-04-19
1917,FloridaMan FloridaMorons COVID Trump SaturdayThoughts,1,2020-04-11,2020-04-19
1918,Einzatzgruppen,1,2020-04-11,2020-04-19
1919,ResignNow,1,2020-04-11,2020-04-19
1920,BorisJohnsons,1,2020-04-11,2020-04-19
1921,the COVID19uk COVIDpandemic,1,2020-04-11,2020-04-19
1922,Covid19 UKlockdown EmergencyCoalition,1,2020-04-11,2020-04-19
1923,US University,1,2020-04-11,2020-04-19
1924,Army,1,2020-04-11,2020-04-19
1925,The Cause of Covid,1,2020-04-11,2020-04-19
1926,Otro,1,2020-04-11,2020-04-19
1927,Covid19 Testing League Table,1,2020-04-11,2020-04-19
1928,BorisJohnson COVID19uk,1,2020-04-11,2020-04-19
1929,BorisJohnson CheltenhamFestival2020,1,2020-04-11,2020-04-19
1930,CRISIS,1,2020-04-11,2020-04-19
1931,HerImmunity,1,2020-04-11,2020-04-19
1932,Interruption,1,2020-04-11,2020-04-19
1933,BorisJohnson OurNHS RussellBrand,1,2020-04-11,2020-04-19
1934,Herd Immunity,1,2020-04-11,2020-04-19
1935,Trump and Farage More,1,2020-04-11,2020-04-19
1936,the NHSheroes Hard,1,2020-04-11,2020-04-19
1937,RT World News httpstcoFqddnSqxlF,1,2020-04-11,2020-04-19
1938,ScottishGovernment,1,2020-04-11,2020-04-19
1939,Covid19 httpstcoVSxNnmlbDw Lots,1,2020-04-11,2020-04-19
1940,FDI,1,2020-04-11,2020-04-19
1941,MigrantWorkers,1,2020-04-11,2020-04-19
1942,Public Transport Workers,1,2020-04-11,2020-04-19
1943,CaptainTom,1,2020-04-11,2020-04-19
1944,BA,1,2020-04-11,2020-04-19
1945,America CV19,1,2020-04-11,2020-04-19
1946,CoronavirusScotland,1,2020-04-11,2020-04-19
1947,CoronaCrisis Covid19 PPEShortages,1,2020-04-11,2020-04-19
1948,NHSheroes RT,1,2020-04-11,2020-04-19
1949,AntibodyTest,1,2020-04-11,2020-04-19
1950,Borisnurses,1,2020-04-11,2020-04-19
1951,the Bacofoil Brigade,1,2020-04-11,2020-04-19
1952,Flawless,1,2020-04-11,2020-04-19
1953,Menos,1,2020-04-11,2020-04-19
1954,Covid19 UK Government,1,2020-04-11,2020-04-19
1955,United of King,1,2020-04-11,2020-04-19
1956,ToryRussia,1,2020-04-11,2020-04-19
1957,fluMaybe,1,2020-04-11,2020-04-19
1958,SaturdayThoughts PPEShortages,1,2020-04-11,2020-04-19
1959,Abbakyari,1,2020-04-11,2020-04-19
1960,Hmmmamp Bishop Glenns,1,2020-04-11,2020-04-19
1961,WAY,1,2020-04-11,2020-04-19
1962,BASIC,1,2020-04-11,2020-04-19
1963,Chinas,1,2020-04-11,2020-04-19
1964,NHS Workers,1,2020-04-11,2020-04-19
1965,Cancel House Rent,1,2020-04-11,2020-04-19
1966,Jockey Club,1,2020-04-11,2020-04-19
1967,BorisJohnson TomorrowsPapersToday,1,2020-04-11,2020-04-19
1968,BS,1,2020-04-11,2020-04-19
1969,LabourLeaks,1,2020-04-11,2020-04-19
1970,Care Homes,1,2020-04-11,2020-04-19
1971,AGAIN Vigorously,1,2020-04-11,2020-04-19
1972,EU Care Workers,1,2020-04-11,2020-04-19
1973,BorisJohnson SaturdayMotivation,1,2020-04-11,2020-04-19
1974,JournalistsFREE ASSANGE,1,2020-04-11,2020-04-19
1975,New Zealands Jacinda Ardern,1,2020-04-11,2020-04-19
1976,Hon Hon Hon,1,2020-04-11,2020-04-19
1977,Cobra COVID,1,2020-04-11,2020-04-19
1978,Pointless,1,2020-04-11,2020-04-19
1979,UN,1,2020-04-11,2020-04-19
1980,BorisJohnson Conservative,1,2020-04-11,2020-04-19
1981,Practice,1,2020-04-11,2020-04-19
1982,The Imperial College,1,2020-04-11,2020-04-19
